Project Name,2020 Price,2021 Price,2022 Price,2023 Price,2024 Price,2025 Price,2026 Price,Appreciation,Appreciation_Clean_%,Area,Community Type,DWC Travel Time,DXB Travel Time,Developer,Downtown Travel Time,File1 Appreciation,ID,Launch Year,Marina Travel Time,Master Community,PPSM,Price_Segment,Price_Vs_Community_Avg_%,Project_Stage,Projected_CAGR_24_26,Rental Yield %,Service Charge,Start Price,Unit Type
Nordic,,,,,"1,600","1,780","1,900",+14%,14,Al Barsha,Boutique/Luxury,25m,20m,Nordic Homeworx,15m,,457,2024,10m,Barsha,,Affordable,,Under Construction / New,0.089724736,7,5.5,"1,200,000",Villas
New York,,,,,"1,200","1,350","1,450",+15%,15,Dubai South,Theme/Integrated,5m,45m,Damac Properties,45m,,459,2024,35m,Dubai South,850,Affordable,,Under Construction / New,0.099242163,7,14.5,"800,000",Mixed
Hollywood,,,,"1,100","1,260","1,410","1,520",+28%,28,Dubai South,Theme/Integrated,5m,45m,Damac Properties,45m,,458,2023,35m,Dubai South,850,Affordable,,Recently Delivered,0.098339295,7,14.5,"750,000",Mixed
Terra Golf Collection,,,,"1,450","1,690","1,930","2,110",+35%,35,JGE,Gated/Golf,20m,30m,Taraf,25m,,461,2023,20m,JGE,,Luxury,,Recently Delivered,0.117372234,6.5,5.5,"7,200,000",Villas
Terrazzo,,,,"1,300","1,500","1,700","1,840",+32%,32,JVC,Urban/Lifestyle,25m,25m,Taraf,20m,,462,2023,15m,JVC,,Affordable,,Recently Delivered,0.107549848,7.5,14.5,"900,000",Apartments
Luce,,,,"3,200","3,790","4,370","4,810",+40%,40,Palm Jumeirah,Island/Luxury,35m,25m,Taraf,20m,,460,2023,10m,Palm,,Luxury,,Recently Delivered,0.126556385,5.5,32,"12,000,000",Apartments
Karl Lagerfeld,,,,,"2,800","3,150","3,390",+15%,15,MBR City,Ultra-Luxury,30m,15m,Taraf,10m,,464,2024,20m,MBR City,,Luxury,,Under Construction / New,0.100324627,6,6.5,"15,000,000",Luxury Villas
Cello,,,,,"1,250","1,440","1,560",+18%,18,JVC,Urban/Lifestyle,25m,25m,Taraf,20m,,463,2024,15m,JVC,,Affordable,,Under Construction / New,0.117139204,7.5,14.5,"850,000",Apartments
Muraba Residences,"1,600","1,800","2,240","2,620","3,000","3,350","3,630",+85% (Since 2020),85,Palm Jumeirah,Island/Boutique,35m,25m,Muraba,20m,,465,2014,10m,Palm,,Luxury,,Established,0.1,5.5,22,"5,500,000",Apartments
Eywa,,,,"3,500","4,150","4,790","5,250",+35%,35,Business Bay,Wellness/Ultra,35m,15m,R.Evolution,5m,,468,2023,20m,Bus Bay,,Luxury,,Recently Delivered,0.124748968,,38,"11,000,000",Apartments
Muraba Dia,,,,,"12,000,000",,"3,200",+2%,2,Dubai Canal,Waterfront/Luxury,,,Muraba,,,467,2026,,Dubai Canal,,Luxury,,Under Construction / New,,,32,"12,000,000",Apartments
Muraba Veil,,,,,"3,500","3,870","4,100",+12%,12,SZR,Iconic/Urban,35m,15m,Muraba,5m,,466,2024,20m,SZR,,Luxury,,Under Construction / New,0.082325539,,35,"18,000,000",Apartments
The Fields,850,940,"1,110","1,270","1,430","1,580","1,700",+70% (Since 2020),70,MBR City,Gated/Family,30m,15m,G&Co,10m,,470,2016,20m,MBR City,,Unknown,,Established,0.090326185,6,3.8,Community,Townhouses
Eywa 2,,,,,"14,000,000",,"4,200",+1%,1,Business Bay,Wellness/Ultra,35m,15m,R.Evolution,5m,,469,2026,20m,Bus Bay,,Luxury,,Under Construction / New,,,40,"14,000,000",Apartments
Elie Saab TH,,,"1,450","1,720","1,980","2,220","2,410",+48%,48,MBR City,Branded/Gated,30m,15m,G&Co,10m,,471,2022,20m,MBR City,,Mid-Range,,Recently Delivered,0.103255055,6,4.2,"3,800,000",Townhouses
Grand Views,"1,000","1,130","1,420","1,690","1,970","2,220","2,430",+90% (Since 2020),90,Meydan,Gated/Luxury,30m,15m,G&Co,10m,,472,2014,20m,Meydan,,Mid-Range,,Established,0.110631594,6.5,4.5,"4,200,000",Villas
Millennium Estates,"1,100","1,240","1,520","1,780","2,040","2,280","2,470",+80% (Since 2020),80,Meydan,Gated/Luxury,30m,15m,G&Co,10m,,473,2013,20m,Meydan,,Luxury,,Established,0.100356448,6.5,4.8,"8,500,000",Villas
ZāZEN Gardens,,,"1,100","1,300","1,500","1,690","1,840",+45%,45,Al Furjan,Wellness/Suburban,15m,30m,ZāZEN Prop.,25m,,475,2022,10m,Furjan,,Affordable,,Recently Delivered,0.107549848,7,14.5,"900,000",Apartments
ZāZEN One,,,"1,160","1,380","1,600","1,800","1,970",+65%,65,JVC,Urban/Lifestyle,25m,25m,ZāZEN Prop.,20m,,474,2021,15m,JVC,,Affordable,,Established,0.109617051,7.5,13.5,"950,000",Apartments
ZāZEN Ivy,,,,,"1,350","1,520","1,630",+15%,15,Al Furjan,Wellness/Suburban,15m,30m,ZāZEN Prop.,25m,,476,2024,10m,Furjan,,Affordable,,Under Construction / New,0.098820917,7,14.5,"980,000",Apartments
FH Residency,,,,,"1,100","1,230","1,300",+14%,14,JVT,Urban/Modern,20m,25m,Forum Group,20m,,478,2024,15m,JVT,,Affordable,,Under Construction / New,0.087114613,7,14.5,"650,000",Apartments
Beach Walk,,,,,"2,200","2,520","2,780",+18%,18,Dubai Islands,Waterfront/Urban,45m,15m,Imtiaz,20m,,479,2024,30m,Islands,,Mid-Range,,Under Construction / New,0.124115814,6,20,"2,200,000",Apartments
XXII Carat,"3,000","3,550","4,920","6,020","7,150","8,190","9,050",+110% (Since 2020),110,Palm Jumeirah,Island/Ultra,35m,25m,Forum Group,20m,,477,2015,10m,Palm,,Ultra-Luxury,,Established,0.125048562,5.5,65,"42,000,000",Luxury Villas
Luxor,,,,"1,250","1,440","1,630","1,760",+30%,30,JVC,Urban/Modern,25m,25m,Imtiaz,20m,,480,2023,15m,JVC,,Affordable,,Recently Delivered,0.105541597,7.5,14.5,"850,000",Apartments
Pearl House,,,,"1,300","1,520","1,730","1,880",+35%,35,JVC,Urban/Modern,25m,25m,Imtiaz,20m,,481,2023,15m,JVC,,Affordable,,Recently Delivered,0.112134032,7.5,14.5,"800,000",Apartments
Westwood,,,"1,150","1,360","1,570","1,770","1,930",+42%,42,Al Furjan,Suburban Urban,15m,30m,Imtiaz,25m,,484,2022,10m,Furjan,,Affordable,,Recently Delivered,0.108737734,7,14.5,"850,000",Apartments
Cove Edition 2,,,,,"1,800","2,020","2,170",+15%,15,Dubai Creek,Waterfront/Urban,35m,15m,Imtiaz,10m,,483,2024,25m,Creek Harbour,,Mid-Range,,Under Construction / New,0.097977939,6,19.5,"1,800,000",Apartments
Cove,"1,250","1,410","1,720","2,040","2,380","2,680","2,930",+85% (Since 2020),85,Dubai Creek,Waterfront/Urban,35m,15m,Imtiaz,10m,,482,2017,25m,Creek Harbour,,Affordable,,Established,0.10954605,6,18.5,"1,100,000",Apartments
Yorkville,,,,,"1,250","1,440","1,560",+15%,15,JVC,Urban/Modern,25m,25m,Imtiaz,20m,,486,2024,15m,JVC,,Affordable,,Under Construction / New,0.117139204,7.5,14.5,"900,000",Apartments
Westwood Grande,,,"1,200","1,410","1,610","1,810","1,950",+38%,38,Al Furjan,Suburban Urban,15m,30m,Imtiaz,25m,,485,2022,10m,Furjan,,Affordable,,Recently Delivered,0.100536289,7,14.5,"950,000",Apartments
Peace Lagoons 1,,,,,"1,250","1,440","1,550",+15%,15,Dubailand,Resort/Lagoon,25m,20m,Peace Prop.,20m,,488,2024,25m,DLRC,850,Affordable,,Under Construction / New,0.113552873,7.5,16.5,"750,000",Apartments
Peace Lagoons 2,,,,,"1,300","1,440","1,520",+12%,12,Dubailand,Resort/Lagoon,25m,20m,Peace Prop.,20m,,489,2024,25m,DLRC,850,Affordable,,Under Construction / New,0.081309747,7.5,16.5,"800,000",Apartments
Le Blanc,,,,,"1,350","1,500","1,580",+12%,12,JVC,Urban/Modern,25m,25m,Imtiaz,20m,,487,2024,15m,JVC,,Affordable,,Under Construction / New,0.081836573,7.5,14.5,"1,200,000",Apartments
Sky Living,,,,,"1,200","1,340","1,430",+14%,14,JVC,Urban/Modern,25m,25m,Peace Prop.,20m,,490,2024,15m,JVC,,Affordable,,Under Construction / New,0.09163486,7.5,14.5,"900,000",Apartments
Sky Suites,,,,,"1,300","1,430","1,510",+12%,12,JVC,Urban/Modern,25m,25m,Peace Prop.,20m,,491,2024,15m,JVC,,Affordable,,Under Construction / New,0.077746938,7.5,14.5,"1,100,000",Apartments
Sky Vista,,,,,"1,250,000","1,350","1,410",+10%,10,JVC,Urban/Modern,25m,25m,Peace Prop.,20m,,492,2024,15m,JVC,,Affordable,,Under Construction / New,,7.5,14.5,"1,250,000",Apartments
Empire Livings,,,,,"1,350","1,550","1,690",+18%,18,Science Park,Urban/Modern,25m,25m,Empire,20m,,494,2024,15m,Science Park,,Affordable,,Under Construction / New,0.118861856,7.5,14.5,"900,000",Apartments
Empire Suites,,,,"1,250","1,450","1,650","1,790",+32%,32,JVC,Urban/Modern,25m,25m,Empire,20m,,493,2023,15m,JVC,,Affordable,,Recently Delivered,0.111072796,7.5,14.5,"950,000",Apartments
Empire Estates,,,,,"1,050,000","1,450","1,520",+12%,12,Arjan,Urban/Modern,20m,25m,Empire,20m,,495,2024,15m,Arjan,,Affordable,,Under Construction / New,,7.5,14.5,"1,050,000",Apartments
RA1N,,,,"1,250","1,440","1,630","1,760",+30%,30,JVC,Urban/Modern,25m,25m,Object 1,20m,,496,2023,15m,JVC,,Affordable,,Recently Delivered,0.105541597,7.5,14.5,"950,000",Apartments
F1FTY ONE,,,,"1,800","2,100","2,410","2,620",+32%,32,Business Bay,Urban/Modern,35m,15m,Object 1,5m,,497,2023,20m,Bus Bay,,Affordable,,Recently Delivered,0.116968687,,20,"1,400,000",Apartments
W1NNER,,,,,"1,500","1,720","1,870",+18%,18,JVT,Urban/Modern,20m,25m,Object 1,20m,,498,2024,15m,JVT,,Affordable,,Under Construction / New,0.116542282,7,14.5,"800,000",Apartments
WOODV1TE,,,,,"1,450","1,620","1,720",+14%,14,JVC,Urban/Modern,25m,25m,Object 1,20m,,500,2024,15m,JVC,,Affordable,,Under Construction / New,0.089131258,7.5,14.5,"900,000",Apartments
LUM1NAR1,,,,,"1,550","1,750","1,870",+15%,15,JVT,Urban/Modern,20m,25m,Object 1,20m,,499,2024,15m,JVT,,Affordable,,Under Construction / New,0.098385913,7,14.5,"850,000",Apartments
RTETR1S,,,,,"1,400","1,570","1,660",+12%,12,JVC,Urban/Modern,20m,8m,Object 1,25m,+12%,501,2024,25m,JVC,,Affordable,,Under Construction / New,0.088905086,14.5,14.5,"880,000",Apartments
VERDAN1A,,,,,"920,000","1,550","1,620",+10%,10,JVC,Urban/Modern,20m,8m,Object 1,25m,+10%,502,2024,25m,JVC,,Affordable,,Under Construction / New,,14.5,14.5,"920,000",Apartments
Torino,,,"1,000","1,250","1,500","1,740","1,920",+55%,55,Arjan,Urban/Modern,5m,8m,ORO24,25m,+10.5%,503,2022,25m,Arjan,,Affordable,,Recently Delivered,0.13137085,14,14,"550,000",Apartments
Levanto,,,"1,100","1,340","1,590","1,830","2,010",+48%,48,JVC,Urban/Modern,8m,8m,ORO24,25m,+9.8%,504,2022,25m,JVC,,Affordable,,Recently Delivered,0.124344673,14.5,14.5,"600,000",Apartments
Elano,,,,"1,200","1,420","1,640","1,790",+35%,35,Arjan,Urban/Modern,5m,8m,ORO24,25m,+9.5%,505,2023,25m,Arjan,,Affordable,,Recently Delivered,0.122748138,14,14,"650,000",Apartments
Albert,,,,,"1,150","1,320","1,430",+15%,15,Dubailand,Gated/Family,15m,15m,ORO24,30m,+7%,507,2024,25m,Dubailand,,Affordable,,Under Construction / New,0.115113564,3.5,3.5,"1,100,000",Townhouses
Kyoto,,,,"1,250","1,460","1,650","1,790",+30%,30,Arjan,Urban/Modern,5m,8m,ORO24,25m,+8.8%,506,2023,25m,Arjan,,Affordable,,Recently Delivered,0.107261215,14,14,"750,000",Apartments
Wadi,,,,,"1,200","1,340","1,430",+14%,14,Dubailand,Gated/Family,15m,15m,ORO24,30m,+6.8%,508,2024,25m,Dubailand,,Affordable,,Under Construction / New,0.09163486,3.5,3.5,"1,200,000",Townhouses
Mimeo,,,,,"1,250","1,380","1,460",+12%,12,Dubailand,Gated/Family,15m,15m,ORO24,30m,+6%,509,2024,25m,Dubailand,,Affordable,,Under Construction / New,0.080740487,3.5,3.5,"1,150,000",Townhouses
Fortunato,750,800,890,980,"1,060","1,150","1,210",+40% (Since 2020),40,JVC,Community,8m,8m,Various,25m,+5.2%,511,2008,25m,JVC,,Unknown,,Established,0.068414449,14.36,14.36,Community,Mixed
Nagoya,,,,,"1,300,000","1,300","1,360",+10%,10,Dubailand,Gated/Family,15m,15m,ORO24,30m,+4.8%,510,2024,25m,Dubailand,,Affordable,,Under Construction / New,,3.5,3.5,"1,300,000",Townhouses
Franck Muller Van.,,,,,"2,400","2,760","3,010",+18%,18,Dubai Marina,High-Rise Luxury,5m,8m,London Gate,30m,+8.8%,513,2024,35m,Marina,,Mid-Range,,Under Construction / New,0.119895828,30,30,"2,100,000",Apartments
Franck Muller Aet.,,,,,"2,500","2,910","3,190",+20%,20,Dubai Marina,High-Rise Luxury,5m,8m,London Gate,30m,+9.5%,512,2024,35m,Marina,,Mid-Range,,Under Construction / New,0.1296017,30,30,"2,400,000",Apartments
Nadine 2,,,,,"1,350","1,520","1,630",+15%,15,Al Furjan,Suburban Urban,8m,8m,London Gate,35m,+7%,516,2024,15m,Furjan,,Affordable,,Under Construction / New,0.098820917,14.5,14.5,"900,000",Apartments
Nadine 1,,,,"1,300","1,490","1,670","1,800",+28%,28,Al Furjan,Suburban Urban,8m,8m,London Gate,35m,+7.8%,515,2023,15m,Furjan,,Affordable,,Recently Delivered,0.099114958,14.5,14.5,"850,000",Apartments
Maya V,,,,"1,250","1,460","1,660","1,810",+32%,32,JVT,Urban/Modern,8m,8m,London Gate,25m,+8.5%,514,2023,25m,JVT,,Affordable,,Recently Delivered,0.113429848,14.5,14.5,"650,000",Apartments
The Muse,,,,"1,200","1,390","1,570","1,700",+30%,30,JVC,Urban/Modern,8m,8m,London Gate,25m,+8%,518,2023,25m,JVC,,Affordable,,Recently Delivered,0.105903062,14.5,14.5,"750,000",Apartments
Lilian,,,,,"1,400","1,550","1,640",+12%,12,JVC,Urban/Modern,8m,8m,London Gate,25m,+6%,517,2024,25m,JVC,,Affordable,,Under Construction / New,0.082325539,14.5,14.5,"880,000",Apartments
Palm Signature,,,,"3,500","4,500","5,510","6,290",+40%,40,Palm Jumeirah,Ultra-Luxury,10m,10m,Various,30m,+14.2%,521,2023,40m,Palm,,Ultra-Luxury,,Recently Delivered,0.182276523,7.5,7.5,"45,000,000",Luxury Villas
Regent Residences,,,,,"2,200","2,530","2,750",+18%,18,Business Bay,Waterfront/Luxury,5m,8m,Sankari,15m,+8.8%,520,2024,40m,Bus Bay,,Mid-Range,,Under Construction / New,0.118033989,22,22,"3,500,000",Apartments
One Sankari,,,,,"4,500","5,060","5,440",+15%,15,Business Bay,Ultra-Luxury,5m,8m,Sankari,15m,+7.5%,519,2024,40m,Bus Bay,,Ultra-Luxury,,Under Construction / New,0.099494833,45,45,"35,000,000",Penthouses
Seven Palm,"1,500","1,690","2,070","2,460","2,860","3,220","3,510",+85% (Since 2020),85,Palm Jumeirah,Waterfront/Resort,10m,10m,Seven Tides,30m,+9.2%,522,2017,40m,Palm,,Affordable,,Established,0.107823419,22,22,"1,100,000",Apartments
Anantara Palm Res,"2,200","2,560","3,390","4,150","4,930","5,640","6,230",+110% (Since 2020),110,Palm Jumeirah,Resort/Luxury,10m,10m,Seven Tides,30m,+10.5%,523,2010,40m,Palm,,Unknown,,Established,0.12414042,32,32,Community,Serviced Apt
Dukes The Palm,"1,800","2,010","2,380","2,720","3,090","3,420","3,690",+75% (Since 2020),75,Palm Jumeirah,Resort/Luxury,10m,10m,Seven Tides,30m,+7.8%,524,2013,40m,Palm,,Unknown,,Established,0.092783033,30,30,Community,Serviced Apt
Oceana,"1,700","1,950","2,500","2,990","3,500","3,970","4,380",+95% (Since 2020),95,Palm Jumeirah,Waterfront/Family,10m,10m,Seven Tides,30m,+10.2%,525,2005,40m,Palm,,Unknown,,Established,0.118672683,24,24,Community,Apartments
Seven City,900,"1,040","1,270","1,510","1,750","1,970","2,150",+85%,85,JLT,Urban/Golf,8m,10m,Seven Tides,30m,+9.2%,526,2020,25m,JLT,,Affordable,,Established,0.108409414,16,16,"500,000",Apartments
Banyan Tree Res,"1,600","1,760","2,090","2,390","2,710","3,000","3,240",+65% (Since 2020),65,JLT,Urban/Resort,8m,10m,SWEID & SWEID,30m,+7.8%,527,2016,25m,JLT,,Mid-Range,,Established,0.093422131,20,20,"2,100,000",Apartments
The Edge,,,,"1,600","1,900","2,190","2,400",+35%,35,Business Bay,Urban/Modern,5m,8m,Select Group,15m,+9.5%,528,2023,40m,Bus Bay,,Affordable,,Recently Delivered,0.123902974,19.5,19.5,"1,200,000",Apartments
Ritz-Carlton Res,,,,,"4,500","5,020","5,360",+14%,14,Business Bay,Waterfront/Ultra,5m,8m,Khamas Group,15m,+6.8%,531,2024,40m,Bus Bay,,Luxury,,Under Construction / New,0.09138037,45,45,"6,500,000",Branded Apt
The 47th,,,,,"1,500","1,690","1,810",+15%,15,Al Jaddaf,Urban/Modern,5m,10m,Various,12m,+7%,529,2024,45m,Jaddaf,,Affordable,,Under Construction / New,0.098483804,16.5,16.5,"1,300,000",Apartments
6 Falak,,,,,"2,000","2,200","2,330",+12%,12,Knowledge Village,Business/Urban,5m,5m,Various,25m,+5.8%,530,2024,30m,Knowledge V.,,Mid-Range,,Under Construction / New,0.079351657,20,20,"2,500,000",Mixed
Marriott Res JVC,,,,"1,350","1,580","1,810","1,970",+35%,35,JVC,Urban/Family,8m,8m,Various,25m,+9%,533,2023,25m,JVC,,Affordable,,Recently Delivered,0.116617859,18,18,"950,000",Branded Apt
Autograph S,,,,,"1,500","1,780","1,940",+18%,18,JVC,Urban/Modern,25m,25m,Various,20m,,534,2024,15m,JVC,,Affordable,,Under Construction / New,0.137248141,7.5,15.5,"1,100,000",Apartments
Mama Residences,,,"2,200","2,610","3,030","3,440","3,760",+42%,42,Business Bay,Lifestyle Urban,5m,8m,Khamas Group,15m,+9.2%,532,2022,40m,Bus Bay,,Affordable,,Recently Delivered,0.113967725,28,28,"1,400,000",Branded Apt
Autograph X,,,,,"1,550","1,750","1,880",+15%,15,JVC,Urban/Modern,25m,25m,Various,20m,,535,2024,15m,JVC,,Affordable,,Under Construction / New,0.101318857,7.5,15.5,"1,250,000",Apartments
Autograph I,,,,,"1,400,000","1,600","1,680",+12%,12,JVC,Urban/Modern,25m,25m,Various,20m,,536,2024,15m,JVC,,Affordable,,Under Construction / New,,7.5,15.5,"1,400,000",Apartments
Paradise Lakes,350,360,390,420,450,470,490,+25% (Since 2020),25,Emirates City,Economy/Suburban,50m,40m,Various,45m,+3.8%,537,2008,55m,Emirates City,490,Unknown,,Established,0.04349839,8.5,8.5,Community,Apartments
Helvetia Marine,,,,,"1,800","2,060","2,240",+18%,18,Maritime City,Waterfront/Modern,8m,10m,Various,15m,+8.5%,539,2024,50m,Maritime,,Mid-Range,,Under Construction / New,0.115546702,18.5,18.5,"1,750,000",Apartments
Helvetia Res,,,,,"1,350","1,520","1,630",+15%,15,JVC,Urban/Modern,25m,25m,Various,20m,,538,2024,15m,JVC,,Affordable,,Under Construction / New,0.098820917,7.5,14.5,"850,000",Apartments
Verve City Walk,,,,,"2,100","2,360","2,530",+15%,15,City Walk,Urban/Lifestyle,5m,8m,Meraas,15m,+7.2%,542,2024,40m,City Walk,,Mid-Range,,Under Construction / New,0.097616465,22,22,"2,200,000",Apartments
Helvetia Verde,,,,,"920,000","1,450","1,520",+12%,12,JVC,Urban/Modern,8m,8m,Various,25m,+5.2%,540,2024,25m,JVC,,Affordable,,Under Construction / New,,14.5,14.5,"920,000",Apartments
City Walk (1-20),"1,700","1,900","2,290","2,650","3,030","3,380","3,660",+80% (Since 2020),80,City Walk,Urban/Lifestyle,5m,8m,Meraas,15m,+8.5%,541,2014,40m,City Walk,,Unknown,,Established,0.099054499,21,21,Community,Apartments
Northline 1,,,,,"1,950","2,250","2,440",+18%,18,City Walk,Urban/Lifestyle,35m,15m,Meraas,5m,,543,2024,20m,City Walk,,Mid-Range,,Under Construction / New,0.118607193,6,20,"1,900,000",Apartments
Northline 2,,,,,"2,050","2,340","2,530",+15%,15,City Walk,Urban/Lifestyle,35m,15m,Meraas,5m,,544,2024,20m,City Walk,,Mid-Range,,Under Construction / New,0.110921393,6,20,"2,100,000",Apartments
Central Park Plaza,,,"2,180","2,520","2,850","3,160","3,400",+25%,25,City Walk,Urban/Lifestyle,5m,8m,Meraas,15m,+9.5%,546,2023,40m,City Walk,,Mid-Range,,Recently Delivered,0.092237363,22,20,"2,500,000",Apartments
Crestlane (1-5),,,,"2,400","2,840","3,270","3,580",+14%,14,City Walk,Urban/Lifestyle,35m,15m,Meraas,5m,,545,2024,20m,City Walk,,Mid-Range,,Under Construction / New,0.122748138,6,22,"2,050,000",Apartments
MJL Nourelle,,,"1,800","2,170","2,530","2,890","3,170",+45%,45,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+9.8%,547,2022,35m,MJL,,Mid-Range,,Recently Delivered,0.119358936,18,18,"1,800,000",Apartments
MJL Elara (A-C),,,,"2,000","2,450","2,900","3,240",+28%,28,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+11.8%,549,2023,35m,MJL,,Mid-Range,,Recently Delivered,0.149977817,19,19,"2,100,000",Apartments
MJL Riwa (1-3),,,,,"2,200","2,470","2,650",+15%,15,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+7.2%,548,2024,35m,MJL,,Mid-Range,,Under Construction / New,0.097517861,19,19,"2,300,000",Apartments
MJL Jadeel (1-2),,,"1,750","2,190","2,650","3,130","3,490",+55%,55,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+11.5%,551,2022,35m,MJL,,Mid-Range,,Recently Delivered,0.147597984,18,18,"1,600,000",Apartments
MJL Jomana (1-8),,,,"2,100","2,610","3,140","3,530",+35%,35,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+12.5%,550,2023,35m,MJL,,Mid-Range,,Recently Delivered,0.162966217,19,19,"1,900,000",Apartments
MJL Asayel (1-3),"1,500","1,740","2,300","2,790","3,300","3,780","4,160",+105% (Since 2020),105,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+10.2%,552,2019,35m,MJL,,Affordable,,Established,0.122767144,17.5,17.5,"1,400,000",Apartments
MJL Rahal (1-2),"1,450","1,690","2,260","2,780","3,320","3,830","4,260",+115% (Since 2020),115,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+11.2%,553,2018,35m,MJL,,Affordable,,Established,0.1327544,17.5,17.5,"1,300,000",Apartments
MJL Lamtara (1-3),"1,480","1,720","2,290","2,790","3,310","3,810","4,220",+110% (Since 2020),110,MJL,Pedestrian/Resort,5m,5m,Meraas,25m,+10.8%,554,2019,35m,MJL,,Affordable,,Established,0.129125534,17.5,17.5,"1,450,000",Apartments
Solaya,,,,,"1,600","1,800","1,930",+15%,15,Dubailand,Nature/Gated,15m,15m,Meraas,30m,+7.2%,556,2024,25m,Dubailand,,Luxury,,Under Construction / New,0.098294132,3.5,3.5,"7,500,000",Villas
Bulgari Ocean,,,"5,500","7,450","9,600","11,760","13,580",+95%,95,Port de La Mer,Waterfront/Resort,10m,10m,Meraas,18m,+15.5%,557,2021,45m,Jumeirah Bay,,Ultra-Luxury,,Established,0.189362574,60,60,"45,000,000",Apartments
Jumeirah Asora Bay,,,,,"4,500,000","4,500","4,750",+12%,12,Jumeirah,Waterfront/Boutique,10m,10m,Meraas,15m,+5.5%,555,2025,50m,La Mer,,Mid-Range,,Under Construction / New,,25,25,"4,500,000",Apartments
The Edit at d3,,,,,"1,900","2,140","2,290",+15%,15,Jumeirah Bay,Ultra-Luxury,10m,10m,Meraas,15m,+7.2%,559,2024,45m,d3,,Mid-Range,,Under Construction / New,0.097844779,20,20,"2,000,000",Apartments
Atélis at d3,,,,,"2,200,000","2,100","2,180",+8%,8,Jumeirah Bay,Ultra-Luxury,10m,10m,Meraas,15m,+4%,560,2025,45m,d3,,Mid-Range,,Under Construction / New,,20,20,"2,200,000",Mansions
Bluewaters (1-10),"2,400","2,840","3,940","4,890","5,910","6,850","7,620",+125% (Since 2020),125,Port de La Mer,Waterfront/Luxury,5m,10m,Meraas,30m,+11.2%,558,2015,40m,Bluewaters,,Unknown,,Established,0.135491128,28,28,Community,Townhouses
NAS Gardens (1-11),,,"1,250","1,480","1,710","1,940","2,110",+55%,55,Jumeirah Bay,Ultra-Luxury,10m,10m,Meraas,15m,+9%,561,2022,40m,Nad Al Sheba,,Unknown,,Recently Delivered,0.110818675,4.5,4.5,Community,Luxury Villas
The Acres (1-3),,,,"1,250","1,470","1,700","1,870",+35%,35,Bluewaters,Island/Luxury,12m,15m,Meraas,28m,+10%,562,2023,28m,Dubailand,,Unknown,,Recently Delivered,0.127878027,4.2,4.2,Community,Apartments
Marina Res (1-6),"1,250","1,430","1,840","2,180","2,530","2,870","3,140",+95% (Since 2020),95,d3,Urban/Creative,10m,10m,Meraas,30m,+9.5%,565,2006,40m,Palm,,Unknown,,Established,0.114049693,18.5,18.5,Community,Apartments
Shoreline (1-20),"1,200","1,400","1,900","2,320","2,770","3,200","3,550",+115% (Since 2020),115,Bluewaters,Island/Luxury,10m,10m,Meraas,30m,+10.8%,563,2003,40m,Palm,,Unknown,,Established,0.132072634,17.5,17.5,Community,Apartments
Golden Mile (1-10),"1,100","1,240","1,550","1,810","2,080","2,330","2,520",+85% (Since 2020),85,d3,Urban/Creative,10m,10m,Meraas,30m,+8.2%,564,2004,40m,Palm,,Unknown,,Established,0.100699079,18,18,Community,Apartments
Palm Central Res,,,,,"2,500,000","2,500","2,650",+12%,12,Jebel Ali,Island/Luxury,20m,45m,Nakheel,45m,+6.2%,568,2025,15m,Palm Jebel Ali,,Mid-Range,,Under Construction / New,,22,22,"2,500,000",Villas
The Palm Crown,,,,,"3,500","3,940","4,240",+15%,15,d3,Urban/Creative,10m,10m,Meraas,30m,+7.5%,566,2024,40m,Palm,,Ultra-Luxury,,Under Construction / New,0.100649159,6.5,6.5,"25,000,000",Apartments
Palm Jebel Ali Fronds,,,,"2,800","3,600","4,410","5,050",+65%,65,Jebel Ali,Island/Luxury,20m,45m,Nakheel,,,567,2023,,Palm Jebel Ali,,Unknown,,Recently Delivered,0.1843892,5.5,6,Community,Villas
Bay Grove (1-15),,,,,"2,000","2,310","2,520",+18%,18,Dubai Islands,Waterfront/Resort,50m,15m,Nakheel,15m,+9%,569,2024,50m,Dubai Islands,,Unknown,,Under Construction / New,0.122497216,20,20,Community,Apartments
District One West,,,,"1,800","2,200","2,610","2,920",+45%,45,MBR City,Gated/Lagoon,40m,18m,Nakheel,20m,+11.8%,570,2023,35m,MBR City,,Luxury,,Recently Delivered,0.15207323,5.5,5.5,"7,500,000",Apartments
Lagoon Views,,,,,"1,900","2,190","2,390",+18%,18,MBR City,Gated/Lagoon,40m,18m,Nakheel,20m,+9%,571,2024,35m,MBR City,,Mid-Range,,Under Construction / New,0.121559065,20,20,"1,700,000",Townhouses
Masakin Al Furjan,950,"1,030","1,190","1,340","1,500","1,640","1,750",+60% (Since 2020),60,Al Furjan,Suburban Urban,15m,35m,Nakheel,35m,+6.5%,573,2007,15m,Al Furjan,,Unknown,,Established,0.08012345,11.5,11.5,Community,Apartments
