ID,Project Name,Master Community,Launch Year,Start Price,Appreciation,Developer,Area,Unit Type,Community Type,2020 Price,2021 Price,2022 Price,2023 Price,2024 Price,2025 Price,2026 Price,Service Charge,PPSM,Rental Yield %,File1 Appreciation,DXB Travel Time,DWC Travel Time,Downtown Travel Time,Marina Travel Time,Appreciation_Clean_%,Price_Segment,Projected_CAGR_24_26,Price_Vs_Community_Avg_%,Project_Stage
514,Maya V,JVT,2023,"650,000",+32%,London Gate,JVT,Apartments,Urban/Modern,,,,"1,250","1,460","1,660","1,810",14.5,"1,810",14.5,+8.5%,8m,8m,25m,25m,,,,,
515,Nadine 1,Furjan,2023,"850,000",+28%,London Gate,Al Furjan,Apartments,Suburban Urban,,,,"1,300","1,490","1,670","1,800",14.5,"1,800",14.5,+7.8%,8m,8m,35m,15m,,,,,
516,Nadine 2,Furjan,2024,"900,000",+15%,London Gate,Al Furjan,Apartments,Suburban Urban,,,,,"1,350","1,520","1,630",14.5,"1,630",14.5,+7%,8m,8m,35m,15m,,,,,
517,Lilian,JVC,2024,"880,000",+12%,London Gate,JVC,Apartments,Urban/Modern,,,,,"1,400","1,550","1,640",14.5,"1,640",14.5,+6%,8m,8m,25m,25m,,,,,
518,The Muse,JVC,2023,"750,000",+30%,London Gate,JVC,Apartments,Urban/Modern,,,,"1,200","1,390","1,570","1,700",14.5,"1,700",14.5,+8%,8m,8m,25m,25m,,,,,
519,One Sankari,Bus Bay,2024,"35,000,000",+15%,Sankari,Business Bay,Penthouses,Ultra-Luxury,,,,,"4,500","5,060","5,440",45,"5,440",45.0,+7.5%,8m,5m,15m,40m,,,,,
520,Regent Residences,Bus Bay,2024,"3,500,000",+18%,Sankari,Business Bay,Apartments,Waterfront/Luxury,,,,,"2,200","2,530","2,750",22,"2,750",22.0,+8.8%,8m,5m,15m,40m,,,,,
521,Palm Signature,Palm,2023,"45,000,000",+40%,Various,Palm Jumeirah,Luxury Villas,Ultra-Luxury,,,,"3,500","4,500","5,510","6,290",7.5,"6,290",7.5,+14.2%,10m,10m,30m,40m,,,,,
522,Seven Palm,Palm,2017,"1,100,000",+85% (Since 2020),Seven Tides,Palm Jumeirah,Apartments,Waterfront/Resort,"1,500","1,690","2,070","2,460","2,860","3,220","3,510",22,"3,510",22.0,+9.2%,10m,10m,30m,40m,,,,,
523,Anantara Palm Res,Palm,2010,Community,+110% (Since 2020),Seven Tides,Palm Jumeirah,Serviced Apt,Resort/Luxury,"2,200","2,560","3,390","4,150","4,930","5,640","6,230",32,"6,230",32.0,+10.5%,10m,10m,30m,40m,,,,,
524,Dukes The Palm,Palm,2013,Community,+75% (Since 2020),Seven Tides,Palm Jumeirah,Serviced Apt,Resort/Luxury,"1,800","2,010","2,380","2,720","3,090","3,420","3,690",30,"3,690",30.0,+7.8%,10m,10m,30m,40m,,,,,
525,Oceana,Palm,2005,Community,+95% (Since 2020),Seven Tides,Palm Jumeirah,Apartments,Waterfront/Family,"1,700","1,950","2,500","2,990","3,500","3,970","4,380",24,"4,380",24.0,+10.2%,10m,10m,30m,40m,,,,,
526,Seven City,JLT,2020,"500,000",+85%,Seven Tides,JLT,Apartments,Urban/Golf,900,"1,040","1,270","1,510","1,750","1,970","2,150",16,"2,150",16.0,+9.2%,10m,8m,30m,25m,,,,,
527,Banyan Tree Res,JLT,2016,"2,100,000",+65% (Since 2020),SWEID & SWEID,JLT,Apartments,Urban/Resort,"1,600","1,760","2,090","2,390","2,710","3,000","3,240",20,"3,240",20.0,+7.8%,10m,8m,30m,25m,,,,,
528,The Edge,Bus Bay,2023,"1,200,000",+35%,Select Group,Business Bay,Apartments,Urban/Modern,,,,"1,600","1,900","2,190","2,400",19.5,"2,400",19.5,+9.5%,8m,5m,15m,40m,,,,,
529,The 47th,Jaddaf,2024,"1,300,000",+15%,Various,Al Jaddaf,Apartments,Urban/Modern,,,,,"1,500","1,690","1,810",16.5,"1,810",16.5,+7%,10m,5m,12m,45m,,,,,
530,6 Falak,Knowledge V.,2024,"2,500,000",+12%,Various,Knowledge Village,Mixed,Business/Urban,,,,,"2,000","2,200","2,330",20,"2,330",20.0,+5.8%,5m,5m,25m,30m,,,,,
531,Ritz-Carlton Res,Bus Bay,2024,"6,500,000",+14%,Khamas Group,Business Bay,Branded Apt,Waterfront/Ultra,,,,,"4,500","5,020","5,360",45,"5,360",45.0,+6.8%,8m,5m,15m,40m,,,,,
532,Mama Residences,Bus Bay,2022,"1,400,000",+42%,Khamas Group,Business Bay,Branded Apt,Lifestyle Urban,,,"2,200","2,610","3,030","3,440","3,760",28,"3,760",28.0,+9.2%,8m,5m,15m,40m,,,,,
533,Marriott Res JVC,JVC,2023,"950,000",+35%,Various,JVC,Branded Apt,Urban/Family,,,,"1,350","1,580","1,810","1,970",18,"1,970",18.0,+9%,8m,8m,25m,25m,,,,,
534,Autograph S,JVC,2024,"1,100,000",+18%,Various,JVC,Apartments,Urban/Modern,,,,,"1,500","1,780","1,940",15.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
535,Autograph X,JVC,2024,"1,250,000",+15%,Various,JVC,Apartments,Urban/Modern,,,,,"1,550","1,750","1,880",15.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
536,Autograph I,JVC,2024,"1,400,000",+12%,Various,JVC,Apartments,Urban/Modern,,,,,"1,400,000","1,600","1,680",15.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
537,Paradise Lakes,Emirates City,2008,Community,+25% (Since 2020),Various,Emirates City,Apartments,Economy/Suburban,350,360,390,420,450,470,490,8.5,490,8.5,+3.8%,40m,50m,45m,55m,,,,,
538,Helvetia Res,JVC,2024,"850,000",+15%,Various,JVC,Apartments,Urban/Modern,,,,,"1,350","1,520","1,630",14.5,"1,100",7.5,,25m,25m,20m,15m,,,,,
539,Helvetia Marine,Maritime,2024,"1,750,000",+18%,Various,Maritime City,Apartments,Waterfront/Modern,,,,,"1,800","2,060","2,240",18.5,"2,240",18.5,+8.5%,10m,8m,15m,50m,,,,,
540,Helvetia Verde,JVC,2024,"920,000",+12%,Various,JVC,Apartments,Urban/Modern,,,,,"920,000","1,450","1,520",14.5,"1,520",14.5,+5.2%,8m,8m,25m,25m,,,,,
541,City Walk (1-20),City Walk,2014,Community,+80% (Since 2020),Meraas,City Walk,Apartments,Urban/Lifestyle,"1,700","1,900","2,290","2,650","3,030","3,380","3,660",21,"3,660",21.0,+8.5%,8m,5m,15m,40m,,,,,
542,Verve City Walk,City Walk,2024,"2,200,000",+15%,Meraas,City Walk,Apartments,Urban/Lifestyle,,,,,"2,100","2,360","2,530",22,"2,530",22.0,+7.2%,8m,5m,15m,40m,,,,,
543,Northline 1,City Walk,2024,"1,900,000",+18%,Meraas,City Walk,Apartments,Urban/Lifestyle,,,,,"1,950","2,250","2,440",20,"2,000",6.0,,15m,35m,5m,20m,,,,,
544,Northline 2,City Walk,2024,"2,100,000",+15%,Meraas,City Walk,Apartments,Urban/Lifestyle,,,,,"2,050","2,340","2,530",20,"2,000",6.0,,15m,35m,5m,20m,,,,,
545,Crestlane (1-5),City Walk,2024,"2,050,000",+14%,Meraas,City Walk,Apartments,Urban/Lifestyle,,,,"2,400","2,840","3,270","3,580",22,"2,000",6.0,,15m,35m,5m,20m,,,,,
546,Central Park Plaza,City Walk,2023,"2,500,000",+25%,Meraas,City Walk,Apartments,Urban/Lifestyle,,,"2,180","2,520","2,850","3,160","3,400",20,"3,580",22.0,+9.5%,8m,5m,15m,40m,,,,,
547,MJL Nourelle,MJL,2022,"1,800,000",+45%,Meraas,MJL,Apartments,Pedestrian/Resort,,,"1,800","2,170","2,530","2,890","3,170",18,"3,170",18.0,+9.8%,5m,5m,25m,35m,,,,,
548,MJL Riwa (1-3),MJL,2024,"2,300,000",+15%,Meraas,MJL,Apartments,Pedestrian/Resort,,,,,"2,200","2,470","2,650",19,"2,650",19.0,+7.2%,5m,5m,25m,35m,,,,,
549,MJL Elara (A-C),MJL,2023,"2,100,000",+28%,Meraas,MJL,Apartments,Pedestrian/Resort,,,,"2,000","2,450","2,900","3,240",19,"3,240",19.0,+11.8%,5m,5m,25m,35m,,,,,
550,MJL Jomana (1-8),MJL,2023,"1,900,000",+35%,Meraas,MJL,Apartments,Pedestrian/Resort,,,,"2,100","2,610","3,140","3,530",19,"3,530",19.0,+12.5%,5m,5m,25m,35m,,,,,
551,MJL Jadeel (1-2),MJL,2022,"1,600,000",+55%,Meraas,MJL,Apartments,Pedestrian/Resort,,,"1,750","2,190","2,650","3,130","3,490",18,"3,490",18.0,+11.5%,5m,5m,25m,35m,,,,,
552,MJL Asayel (1-3),MJL,2019,"1,400,000",+105% (Since 2020),Meraas,MJL,Apartments,Pedestrian/Resort,"1,500","1,740","2,300","2,790","3,300","3,780","4,160",17.5,"4,160",17.5,+10.2%,5m,5m,25m,35m,,,,,
553,MJL Rahal (1-2),MJL,2018,"1,300,000",+115% (Since 2020),Meraas,MJL,Apartments,Pedestrian/Resort,"1,450","1,690","2,260","2,780","3,320","3,830","4,260",17.5,"4,260",17.5,+11.2%,5m,5m,25m,35m,,,,,
554,MJL Lamtara (1-3),MJL,2019,"1,450,000",+110% (Since 2020),Meraas,MJL,Apartments,Pedestrian/Resort,"1,480","1,720","2,290","2,790","3,310","3,810","4,220",17.5,"4,220",17.5,+10.8%,5m,5m,25m,35m,,,,,
555,Jumeirah Asora Bay,La Mer,2025,"4,500,000",+12%,Meraas,Jumeirah,Apartments,Waterfront/Boutique,,,,,"4,500,000","4,500","4,750",25,"4,750",25.0,+5.5%,10m,10m,15m,50m,,,,,
556,Solaya,Dubailand,2024,"7,500,000",+15%,Meraas,Dubailand,Villas,Nature/Gated,,,,,"1,600","1,800","1,930",3.5,"1,930",3.5,+7.2%,15m,15m,30m,25m,,,,,
557,Bulgari Ocean,Jumeirah Bay,2021,"45,000,000",+95%,Meraas,Port de La Mer,Apartments,Waterfront/Resort,,,"5,500","7,450","9,600","11,760","13,580",60,"13,580",60.0,+15.5%,10m,10m,18m,45m,,,,,
558,Bluewaters (1-10),Bluewaters,2015,Community,+125% (Since 2020),Meraas,Port de La Mer,Townhouses,Waterfront/Luxury,"2,400","2,840","3,940","4,890","5,910","6,850","7,620",28,"7,620",28.0,+11.2%,10m,5m,30m,40m,,,,,
559,The Edit at d3,d3,2024,"2,000,000",+15%,Meraas,Jumeirah Bay,Apartments,Ultra-Luxury,,,,,"1,900","2,140","2,290",20,"2,290",20.0,+7.2%,10m,10m,15m,45m,,,,,
560,Atélis at d3,d3,2025,"2,200,000",+8%,Meraas,Jumeirah Bay,Mansions,Ultra-Luxury,,,,,"2,200,000","2,100","2,180",20,"2,180",20.0,+4%,10m,10m,15m,45m,,,,,
561,NAS Gardens (1-11),Nad Al Sheba,2022,Community,+55%,Meraas,Jumeirah Bay,Luxury Villas,Ultra-Luxury,,,"1,250","1,480","1,710","1,940","2,110",4.5,"2,110",4.5,+9%,10m,10m,15m,40m,,,,,
562,The Acres (1-3),Dubailand,2023,Community,+35%,Meraas,Bluewaters,Apartments,Island/Luxury,,,,"1,250","1,470","1,700","1,870",4.2,"1,870",4.2,+10%,15m,12m,28m,28m,,,,,
563,Shoreline (1-20),Palm,2003,Community,+115% (Since 2020),Meraas,Bluewaters,Apartments,Island/Luxury,"1,200","1,400","1,900","2,320","2,770","3,200","3,550",17.5,"3,550",17.5,+10.8%,10m,10m,30m,40m,,,,,
564,Golden Mile (1-10),Palm,2004,Community,+85% (Since 2020),Meraas,d3,Apartments,Urban/Creative,"1,100","1,240","1,550","1,810","2,080","2,330","2,520",18,"2,520",18.0,+8.2%,10m,10m,30m,40m,,,,,
565,Marina Res (1-6),Palm,2006,Community,+95% (Since 2020),Meraas,d3,Apartments,Urban/Creative,"1,250","1,430","1,840","2,180","2,530","2,870","3,140",18.5,"3,140",18.5,+9.5%,10m,10m,30m,40m,,,,,
566,The Palm Crown,Palm,2024,"25,000,000",+15%,Meraas,d3,Apartments,Urban/Creative,,,,,"3,500","3,940","4,240",6.5,"4,240",6.5,+7.5%,10m,10m,30m,40m,,,,,
567,Palm Jebel Ali Fronds,Palm Jebel Ali,2023,Community,+65%,Nakheel,Jebel Ali,Villas,Island/Luxury,,,,"2,800","3,600","4,410","5,050",6,"1,500",5.5,,45m,20m,,,,,,,
568,Palm Central Res,Palm Jebel Ali,2025,"2,500,000",+12%,Nakheel,Jebel Ali,Villas,Island/Luxury,,,,,"2,500,000","2,500","2,650",22,"2,650",22.0,+6.2%,45m,20m,45m,15m,,,,,
569,Bay Grove (1-15),Dubai Islands,2024,Community,+18%,Nakheel,Dubai Islands,Apartments,Waterfront/Resort,,,,,"2,000","2,310","2,520",20,"2,520",20.0,+9%,15m,50m,15m,50m,,,,,
570,District One West,MBR City,2023,"7,500,000",+45%,Nakheel,MBR City,Apartments,Gated/Lagoon,,,,"1,800","2,200","2,610","2,920",5.5,"2,920",5.5,+11.8%,18m,40m,20m,35m,,,,,
571,Lagoon Views,MBR City,2024,"1,700,000",+18%,Nakheel,MBR City,Townhouses,Gated/Lagoon,,,,,"1,900","2,190","2,390",20,"2,390",20.0,+9%,18m,40m,20m,35m,,,,,
572,District 11 Opal,MBR City,2022,"4,200,000",+42%,Nakheel,MBR City,Apartments,Gated/Family,,,"1,300","1,540","1,790","2,030","2,220",4.2,"1,600",6.0,,20m,45m,,,,,,,
573,Masakin Al Furjan,Al Furjan,2007,Community,+60% (Since 2020),Nakheel,Al Furjan,Apartments,Suburban Urban,950,"1,030","1,190","1,340","1,500","1,640","1,750",11.5,"1,750",11.5,+6.5%,35m,15m,35m,15m,,,,,
574,Int. City Precincts,International City,2002,Community,+35% (Since 2020),Nakheel,Int. City,Apartments,Economy/Urban,450,470,510,550,590,620,650,7,650,7.0,+4.2%,12m,40m,15m,50m,,,,,
575,Discovery Gdns (6),Discovery Gdns,2004,Community,+45% (Since 2020),Nakheel,Discovery Gdns,High-End Apt,Low-Rise Family,650,680,750,820,880,950,990,12.5,990,12.5,+5.2%,35m,20m,35m,20m,,,,,
576,Jebel Ali Village,Jebel Ali Village,2021,"4,200,000",+65%,Nakheel,Jebel Ali,Apartments,Gated/Family,,,"1,100","1,300","1,520","1,730","1,900",3.5,"1,900",3.5,+9.8%,40m,15m,35m,10m,,,,,
577,Badrah,Waterfront,2008,Community,+30% (Since 2020),Nakheel,Waterfront,Mixed,Economy/Urban,450,460,490,520,550,570,590,6.5,590,6.5,+3.2%,45m,15m,40m,10m,,,,,
578,Veneto,Waterfront,2008,Community,+40% (Since 2020),Nakheel,Waterfront,Luxury Villas,Luxury Villas,900,940,"1,040","1,130","1,220","1,310","1,380",6.5,"1,380",6.5,+5.5%,45m,15m,40m,10m,,,,,
579,Vincitore Aqua Flora,Science Park,2024,"750,000",+22%,Vincitore,Science Park,Luxury Villas,Resort/Urban,,,,,"1,400","1,660","1,830",14.5,"1,100",7.5,,25m,30m,,,,,,,
580,Hartland II Ph 3,Hartland II,2024,"1,600,000",+15%,Sobha Realty,Hartland II,Apartments,Waterfront/Urban,,,,,"1,900","2,140","2,300",16.5,"2,300",16.5,+7.5%,12m,40m,12m,45m,,,,,
581,Emaar South Ph 4,Emaar South,2024,"1,250,000",+12%,Emaar Properties,Emaar South,Apartments,Gated/Golf,,,,,"1,100","1,220","1,290",3.2,"1,290",3.2,+6.2%,45m,8m,45m,8m,,,,,
582,Samana Skyros 2,Arjan,2024,"680,000",+15%,Samana,Arjan,Villas,Urban/Modern,,,,,"1,250","1,410","1,520",14,"1,520",14.0,+7.5%,25m,30m,25m,25m,,,,,
583,Azizi Venice Res 1,Dubai South,2023,"600,000",+35%,Azizi Developments,Dubai South,Branded Apt,Waterfront/Urban,,,,"1,350","1,600","1,850","2,030",14,"2,030",14.0,+9.5%,45m,7m,45m,10m,,,,,
584,Azizi Venice Res 2,Dubai South,2024,"620,000",+18%,Azizi Developments,Dubai South,Apartments,Waterfront/Urban,,,,,"1,450","1,670","1,810",14,"1,810",14.0,+8.8%,45m,7m,45m,10m,,,,,
585,Azizi Venice Res 3,Dubai South,2024,"650,000",+15%,Azizi Developments,Dubai South,Luxury Villas,Waterfront/Urban,,,,,"1,500","1,690","1,820",14,"1,820",14.0,+7.5%,45m,7m,45m,10m,,,,,
586,Azizi Venice Res 4,Dubai South,2024,"680,000",+12%,Azizi Developments,Dubai South,Apartments,Waterfront/Urban,,,,,"1,550","1,710","1,820",14,"1,820",14.0,+6.2%,45m,7m,45m,10m,,,,,
587,Azizi Venice Res 5,Dubai South,2024,"710,000",+10%,Azizi Developments,Dubai South,Villas,Waterfront/Urban,,,,,"1,600","1,730","1,820",14,"1,820",14.0,+5%,45m,7m,45m,10m,,,,,
588,Damac Islands Ph 1,Damac Islands,2024,"2,200,000",+18%,Damac Properties,Dubailand,Villas,Gated/Water,,,,,"1,300","1,500","1,640",4.2,"1,640",4.2,+9%,35m,20m,35m,25m,,,,,
589,Damac Islands Ph 2,Damac Islands,2025,"2,350,000",+12%,Damac Properties,Dubailand,Townhouses,Gated/Water,,,,,"2,350,000","1,400","1,490",4.2,"1,490",4.2,+6.2%,35m,20m,35m,25m,,,,,
590,Damac Islands Ph 3,Damac Islands,2025,"2,500,000",+8%,Damac Properties,Dubailand,Apartments,Gated/Water,,,,,"2,500,000","1,450","1,510",4.2,"1,510",4.2,+4%,35m,20m,35m,25m,,,,,
591,Shoba Elwood Ph 2,Shoba Elwood,2025,"8,200,000",+10%,Sobha Realty,Dubailand,Apartments,Nature/Gated,,,,,"8,200,000","1,550","1,630",3.8,"1,630",3.8,+5%,30m,30m,30m,30m,,,,,
592,Binghatti Hills Ph 3,Science Park,2025,"920,000",+12%,Binghatti,Science Park,Apartments,High-Rise Urban,,,,,"920,000","1,250","1,330",14,"1,100",7.5,,25m,30m,,,,,,,
593,Beachfront Ph 5,Emaar Beachfront,2025,"3,500,000",+15%,Emaar Properties,Harbour,Villas,Island/Luxury,,,,,"3,500,000","3,100","3,330",21,"3,330",21.0,+7.5%,30m,40m,20m,45m,,,,,
594,The Valley Ph 3,The Valley,2026,"3,200,000",+2%,Emaar Properties,The Valley,Villas,Gated/Family,,,,,"3,200,000",,"1,500",3,"1,500",3.0,Launch,25m,45m,30m,30m,,,,,
595,Grand Polo Selvara 5,Grand Polo Club,2026,"6,800,000",+1%,Emaar Properties,Emaar South,Villas,Gated/Golf,,,,,"6,800,000",,"1,700",4.8,,,,45m,8m,,,,,,,
596,Rashid Yachts Ph 8,Rashid Yachts,2026,"2,800,000",+2%,Emaar Properties,Port Rashid,Mixed,Waterfront/Urban,,,,,"2,800,000",,"2,500",18.5,"2,500",18.5,Launch,15m,50m,15m,50m,,,,,
